time,congestion
1991-08-02 04:00:00,80
1991-08-02 04:20:00,80
1991-08-02 04:40:00,43
1991-08-02 05:00:00,73
1991-08-02 05:20:00,57
1991-08-02 05:40:00,55
1991-08-02 06:00:00,43
1991-08-02 06:20:00,63
1991-08-02 06:40:00,55
1991-08-02 07:00:00,62
1991-08-02 07:20:00,50
1991-08-02 07:40:00,42
1991-08-02 08:00:00,68
1991-08-02 08:20:00,55
1991-08-02 08:40:00,50
1991-08-02 09:00:00,47
1991-08-02 09:20:00,65
1991-08-02 09:40:00,58
1991-08-02 10:00:00,80
1991-08-02 10:20:00,57
1991-08-02 10:40:00,65
1991-08-02 11:00:00,55
1991-08-02 11:20:00,62
1991-08-02 11:40:00,47
1991-08-02 12:00:00,52
1991-08-02 12:20:00,72
1991-08-02 12:40:00,63
1991-08-02 13:00:00,65
1991-08-02 13:20:00,52
1991-08-02 13:40:00,43
1991-08-02 14:00:00,70
1991-08-02 14:20:00,43
1991-08-02 14:40:00,68
1991-08-02 15:00:00,63
1991-08-02 15:20:00,58
1991-08-02 15:40:00,68
1991-08-02 16:00:00,40
1991-08-02 16:20:00,72
1991-08-02 16:40:00,78
1991-08-02 17:00:00,67
1991-08-02 17:20:00,67
1991-08-02 17:40:00,53
1991-08-02 18:00:00,43
1991-08-02 18:20:00,40
1991-08-02 18:40:00,43
1991-08-02 19:00:00,33
1991-08-02 19:20:00,37
1991-08-02 19:40:00,47
1991-08-02 20:00:00,43
1991-08-02 20:20:00,43
1991-08-02 20:40:00,40
1991-08-02 21:00:00,60
1991-08-02 21:20:00,57
1991-08-02 21:40:00,62
1991-08-02 22:00:00,50
1991-08-02 22:20:00,27
1991-08-02 22:40:00,37
1991-08-02 23:00:00,37
1991-08-02 23:20:00,34
1991-08-02 23:40:00,33
1991-08-03 00:00:00,33
1991-08-03 00:20:00,33
1991-08-03 00:40:00,33
1991-08-03 01:00:00,33
1991-08-03 01:20:00,33
1991-08-03 01:40:00,33
1991-08-03 02:00:00,33
1991-08-03 02:20:00,33
1991-08-03 02:40:00,47
1991-08-03 03:00:00,47
1991-08-03 03:20:00,47
1991-08-03 03:40:00,47
1991-08-03 04:00:00,47
1991-08-03 04:20:00,47
1991-08-03 04:40:00,47
1991-08-03 05:00:00,47
1991-08-03 05:20:00,47
1991-08-03 05:40:00,40
1991-08-03 06:00:00,40
1991-08-03 06:20:00,43
1991-08-03 06:40:00,57
1991-08-03 07:00:00,57
1991-08-03 07:20:00,27
1991-08-03 07:40:00,37
1991-08-03 08:00:00,37
1991-08-03 08:20:00,42
1991-08-03 08:40:00,37
1991-08-03 09:00:00,37
1991-08-03 09:20:00,37
1991-08-03 09:40:00,37
1991-08-03 10:00:00,27
1991-08-03 10:20:00,37
1991-08-03 10:40:00,47
1991-08-03 11:00:00,40
1991-08-03 11:20:00,67
1991-08-03 11:40:00,68
1991-08-03 12:00:00,43
1991-08-03 12:20:00,47
1991-08-03 12:40:00,57
1991-08-03 13:00:00,37
1991-08-03 13:20:00,40
1991-08-03 13:40:00,50
1991-08-03 14:00:00,43
1991-08-03 14:20:00,33
1991-08-03 14:40:00,40
1991-08-03 15:00:00,52
1991-08-03 15:20:00,50
1991-08-03 15:40:00,63
1991-08-03 16:00:00,50
1991-08-03 16:20:00,60
1991-08-03 16:40:00,17
1991-08-03 17:00:00,52
1991-08-03 17:20:00,55
1991-08-03 17:40:00,60
1991-08-03 18:00:00,57
1991-08-03 18:20:00,80
1991-08-03 18:40:00,45
1991-08-03 19:00:00,22
1991-08-03 19:20:00,40
1991-08-03 19:40:00,80
1991-08-03 20:00:00,67
1991-08-03 20:20:00,32
1991-08-03 20:40:00,47
1991-08-03 21:00:00,33
1991-08-03 21:20:00,55
1991-08-03 21:40:00,33
1991-08-03 22:00:00,50
1991-08-03 22:20:00,50
1991-08-03 22:40:00,40
1991-08-03 23:00:00,27
1991-08-03 23:20:00,33
1991-08-03 23:40:00,27
1991-08-04 00:00:00,43
1991-08-04 00:20:00,43
1991-08-04 00:40:00,43
1991-08-04 01:00:00,43
1991-08-04 01:20:00,43
1991-08-04 01:40:00,43
1991-08-04 02:00:00,43
1991-08-04 02:20:00,43
1991-08-04 02:40:00,43
1991-08-04 03:00:00,37
1991-08-04 03:20:00,37
1991-08-04 03:40:00,37
1991-08-04 04:00:00,37
1991-08-04 04:20:00,37
1991-08-04 04:40:00,37
1991-08-04 05:00:00,37
1991-08-04 05:20:00,37
1991-08-04 05:40:00,47
1991-08-04 06:00:00,47
1991-08-04 06:20:00,37
1991-08-04 06:40:00,27
1991-08-04 07:00:00,27
1991-08-04 07:20:00,40
1991-08-04 07:40:00,43
1991-08-04 08:00:00,43
1991-08-04 08:20:00,37
1991-08-04 08:40:00,43
1991-08-04 09:00:00,33
1991-08-04 09:20:00,26
1991-08-04 09:40:00,30
1991-08-04 10:00:00,42
1991-08-04 10:20:00,40
1991-08-04 10:40:00,43
1991-08-04 11:00:00,40
1991-08-04 11:20:00,50
1991-08-04 11:40:00,30
1991-08-04 12:00:00,42
1991-08-04 12:20:00,50
1991-08-04 12:40:00,35
1991-08-04 13:00:00,37
1991-08-04 13:20:00,37
1991-08-04 13:40:00,43
1991-08-04 14:00:00,67
1991-08-04 14:20:00,37
1991-08-04 14:40:00,27
1991-08-04 15:00:00,27
1991-08-04 15:20:00,29
1991-08-04 15:40:00,33
1991-08-04 16:00:00,37
1991-08-04 16:20:00,40
1991-08-04 16:40:00,43
1991-08-04 17:00:00,43
1991-08-04 17:20:00,30
1991-08-04 17:40:00,68
1991-08-04 18:00:00,68
1991-08-04 18:20:00,37
1991-08-04 18:40:00,17
1991-08-04 19:00:00,17
1991-08-04 19:20:00,40
1991-08-04 19:40:00,30
1991-08-04 20:00:00,30
1991-08-04 20:20:00,43
1991-08-04 20:40:00,40
1991-08-04 21:00:00,40
1991-08-04 21:20:00,50
1991-08-04 21:40:00,40
1991-08-04 22:00:00,47
1991-08-04 22:20:00,30
1991-08-04 22:40:00,37
1991-08-04 23:00:00,37
1991-08-04 23:20:00,37
1991-08-04 23:40:00,37
1991-08-05 00:00:00,37
1991-08-05 00:20:00,37
1991-08-05 00:40:00,37
1991-08-05 01:00:00,37
1991-08-05 01:20:00,37
1991-08-05 01:40:00,37
1991-08-05 02:00:00,57
1991-08-05 02:20:00,57
1991-08-05 02:40:00,57
1991-08-05 03:00:00,57
1991-08-05 03:20:00,57
1991-08-05 03:40:00,57
1991-08-05 04:00:00,57
1991-08-05 04:20:00,57
1991-08-05 04:40:00,57
1991-08-05 05:00:00,68
1991-08-05 05:20:00,47
1991-08-05 05:40:00,38
1991-08-05 06:00:00,65
1991-08-05 06:20:00,52
1991-08-05 06:40:00,53
1991-08-05 07:00:00,55
1991-08-05 07:20:00,53
1991-08-05 07:40:00,38
1991-08-05 08:00:00,30
1991-08-05 08:20:00,50
1991-08-05 08:40:00,47
1991-08-05 09:00:00,50
1991-08-05 09:20:00,47
1991-08-05 09:40:00,37
1991-08-05 10:00:00,57
1991-08-05 10:20:00,50
1991-08-05 10:40:00,60
1991-08-05 11:00:00,63
1991-08-05 11:20:00,50
1991-08-05 11:40:00,73
1991-08-05 12:00:00,47
1991-08-05 12:20:00,30
1991-08-05 12:40:00,50
1991-08-05 13:00:00,67
1991-08-05 13:20:00,57
1991-08-05 13:40:00,75
1991-08-05 14:00:00,53
1991-08-05 14:20:00,43
1991-08-05 14:40:00,55
1991-08-05 15:00:00,60
1991-08-05 15:20:00,50
1991-08-05 15:40:00,45
1991-08-05 16:00:00,63
1991-08-05 16:20:00,57
1991-08-05 16:40:00,58
1991-08-05 17:00:00,57
1991-08-05 17:20:00,50
1991-08-05 17:40:00,50
1991-08-05 18:00:00,57
1991-08-05 18:20:00,57
1991-08-05 18:40:00,42
1991-08-05 19:00:00,50
1991-08-05 19:20:00,27
1991-08-05 19:40:00,40
1991-08-05 20:00:00,80
1991-08-05 20:20:00,65
1991-08-05 20:40:00,43
1991-08-05 21:00:00,57
1991-08-05 21:20:00,17
1991-08-05 21:40:00,53
1991-08-05 22:00:00,57
1991-08-05 22:20:00,43
1991-08-05 22:40:00,43
1991-08-05 23:00:00,43
1991-08-05 23:20:00,43
1991-08-05 23:40:00,43
1991-08-06 00:00:00,43
1991-08-06 00:20:00,43
1991-08-06 00:40:00,43
1991-08-06 01:00:00,43
1991-08-06 01:20:00,43
1991-08-06 01:40:00,37
1991-08-06 02:00:00,37
1991-08-06 02:20:00,37
1991-08-06 02:40:00,37
1991-08-06 03:00:00,37
1991-08-06 03:20:00,37
1991-08-06 03:40:00,37
1991-08-06 04:00:00,37
1991-08-06 04:20:00,37
1991-08-06 04:40:00,37
1991-08-06 05:00:00,33
1991-08-06 05:20:00,47
1991-08-06 05:40:00,50
1991-08-06 06:00:00,50
1991-08-06 06:20:00,43
1991-08-06 06:40:00,52
1991-08-06 07:00:00,50
1991-08-06 07:20:00,37
1991-08-06 07:40:00,32
1991-08-06 08:00:00,52
1991-08-06 08:20:00,47
1991-08-06 08:40:00,47
1991-08-06 09:00:00,57
1991-08-06 09:20:00,60
1991-08-06 09:40:00,62
1991-08-06 10:00:00,50
1991-08-06 10:20:00,50
1991-08-06 10:40:00,72
1991-08-06 11:00:00,47
1991-08-06 11:20:00,57
1991-08-06 11:40:00,57
1991-08-06 12:00:00,43
1991-08-06 12:20:00,47
1991-08-06 12:40:00,53
1991-08-06 13:00:00,60
1991-08-06 13:20:00,47
1991-08-06 13:40:00,73
1991-08-06 14:00:00,73
1991-08-06 14:20:00,57
1991-08-06 14:40:00,47
1991-08-06 15:00:00,57
1991-08-06 15:20:00,38
1991-08-06 15:40:00,52
1991-08-06 16:00:00,53
1991-08-06 16:20:00,83
1991-08-06 16:40:00,63
1991-08-06 17:00:00,37
1991-08-06 17:20:00,40
1991-08-06 17:40:00,37
1991-08-06 18:00:00,43
1991-08-06 18:20:00,70
1991-08-06 18:40:00,60
1991-08-06 19:00:00,43
1991-08-06 19:20:00,67
1991-08-06 19:40:00,37
1991-08-06 20:00:00,53
1991-08-06 20:20:00,43
1991-08-06 20:40:00,53
1991-08-06 21:00:00,30
1991-08-06 21:20:00,37
1991-08-06 21:40:00,37
1991-08-06 22:00:00,38
1991-08-06 22:20:00,37
1991-08-06 22:40:00,43
1991-08-06 23:00:00,43
1991-08-06 23:20:00,43
1991-08-06 23:40:00,43
1991-08-07 00:00:00,43
1991-08-07 00:20:00,43
1991-08-07 00:40:00,43
1991-08-07 01:00:00,43
1991-08-07 01:20:00,43
1991-08-07 01:40:00,43
1991-08-07 02:00:00,63
1991-08-07 02:20:00,63
1991-08-07 02:40:00,63
1991-08-07 03:00:00,63
1991-08-07 03:20:00,63
1991-08-07 03:40:00,63
1991-08-07 04:00:00,63
1991-08-07 04:20:00,63
1991-08-07 04:40:00,63
1991-08-07 05:00:00,63
1991-08-07 05:20:00,33
1991-08-07 05:40:00,47
1991-08-07 06:00:00,43
1991-08-07 06:20:00,40
1991-08-07 06:40:00,53
1991-08-07 07:00:00,52
1991-08-07 07:20:00,43
1991-08-07 07:40:00,38
1991-08-07 08:00:00,47
1991-08-07 08:20:00,57
1991-08-07 08:40:00,45
1991-08-07 09:00:00,47
1991-08-07 09:20:00,68
1991-08-07 09:40:00,50
1991-08-07 10:00:00,48
1991-08-07 10:20:00,50
1991-08-07 10:40:00,57
1991-08-07 11:00:00,50
1991-08-07 11:20:00,33
1991-08-07 11:40:00,50
1991-08-07 12:00:00,53
1991-08-07 12:20:00,42
1991-08-07 12:40:00,40
1991-08-07 13:00:00,57
1991-08-07 13:20:00,48
1991-08-07 13:40:00,42
1991-08-07 14:00:00,57
1991-08-07 14:20:00,67
1991-08-07 14:40:00,63
1991-08-07 15:00:00,50
1991-08-07 15:20:00,43
1991-08-07 15:40:00,87
1991-08-07 16:00:00,67
1991-08-07 16:20:00,48
1991-08-07 16:40:00,33
1991-08-07 17:00:00,33
1991-08-07 17:20:00,33
1991-08-07 17:40:00,67
1991-08-07 18:00:00,37
1991-08-07 18:20:00,47
1991-08-07 18:40:00,47
1991-08-07 19:00:00,42
1991-08-07 19:20:00,47
1991-08-07 19:40:00,47
1991-08-07 20:00:00,47
1991-08-07 20:20:00,37
1991-08-07 20:40:00,37
1991-08-07 21:00:00,67
1991-08-07 21:20:00,53
1991-08-07 21:40:00,38
1991-08-07 22:00:00,43
1991-08-07 22:20:00,53
1991-08-07 22:40:00,47
1991-08-07 23:00:00,47
1991-08-07 23:20:00,47
1991-08-07 23:40:00,47
1991-08-08 00:00:00,47
1991-08-08 00:20:00,47
1991-08-08 00:40:00,47
1991-08-08 01:00:00,47
1991-08-08 01:20:00,47
1991-08-08 01:40:00,37
1991-08-08 02:00:00,37
1991-08-08 02:20:00,37
1991-08-08 02:40:00,37
1991-08-08 03:00:00,37
1991-08-08 03:20:00,37
1991-08-08 03:40:00,37
1991-08-08 04:00:00,37
1991-08-08 04:20:00,37
1991-08-08 04:40:00,37
1991-08-08 05:00:00,60
1991-08-08 05:20:00,37
1991-08-08 05:40:00,40
1991-08-08 06:00:00,40
1991-08-08 06:20:00,45
1991-08-08 06:40:00,50
1991-08-08 07:00:00,38
1991-08-08 07:20:00,47
1991-08-08 07:40:00,35
1991-08-08 08:00:00,52
1991-08-08 08:20:00,50
1991-08-08 08:40:00,50
1991-08-08 09:00:00,60
1991-08-08 09:20:00,60
1991-08-08 09:40:00,43
1991-08-08 10:00:00,40
1991-08-08 10:20:00,57
1991-08-08 10:40:00,63
1991-08-08 11:00:00,48
1991-08-08 11:20:00,58
1991-08-08 11:40:00,60
1991-08-08 12:00:00,43
1991-08-08 12:20:00,75
1991-08-08 12:40:00,53
1991-08-08 13:00:00,60
1991-08-08 13:20:00,57
1991-08-08 14:20:00,73
1991-08-08 14:40:00,60
1991-08-08 15:00:00,70
1991-08-08 15:20:00,68
1991-08-08 15:40:00,42
1991-08-08 16:00:00,57
1991-08-08 16:20:00,60
1991-08-08 16:40:00,38
1991-08-08 17:00:00,60
1991-08-08 17:20:00,32
1991-08-08 17:40:00,57
1991-08-08 18:00:00,63
1991-08-08 18:20:00,50
1991-08-08 18:40:00,42
1991-08-08 19:00:00,70
1991-08-08 19:20:00,43
1991-08-08 19:40:00,43
1991-08-08 20:00:00,43
1991-08-08 20:20:00,57
1991-08-08 20:40:00,27
1991-08-08 21:00:00,50
1991-08-08 21:20:00,57
1991-08-08 21:40:00,48
1991-08-08 22:00:00,47
1991-08-08 22:20:00,47
1991-08-08 22:40:00,37
1991-08-08 23:00:00,37
1991-08-08 23:20:00,37
1991-08-08 23:40:00,37
1991-08-09 00:00:00,37
1991-08-09 00:20:00,37
1991-08-09 00:40:00,37
1991-08-09 01:00:00,37
1991-08-09 01:20:00,37
1991-08-09 01:40:00,40
1991-08-09 02:00:00,40
1991-08-09 02:20:00,40
1991-08-09 02:40:00,40
1991-08-09 03:00:00,40
1991-08-09 03:20:00,40
1991-08-09 03:40:00,40
1991-08-09 04:00:00,40
1991-08-09 04:20:00,40
1991-08-09 04:40:00,30
1991-08-09 05:00:00,60
1991-08-09 05:20:00,40
1991-08-09 05:40:00,45
1991-08-09 06:00:00,47
1991-08-09 06:20:00,50
1991-08-09 06:40:00,40
1991-08-09 07:00:00,42
1991-08-09 07:20:00,47
1991-08-09 07:40:00,43
1991-08-09 08:00:00,70
1991-08-09 08:20:00,60
1991-08-09 08:40:00,55
1991-08-09 09:00:00,40
1991-08-09 09:20:00,67
1991-08-09 09:40:00,52
1991-08-09 10:00:00,52
1991-08-09 10:20:00,60
1991-08-09 10:40:00,57
1991-08-09 11:00:00,48
1991-08-09 11:20:00,60
1991-08-09 11:40:00,73
1991-08-09 12:00:00,38
1991-08-09 12:20:00,53
1991-08-09 12:40:00,63
1991-08-09 13:00:00,63
1991-08-09 13:20:00,50
1991-08-09 13:40:00,62
1991-08-09 14:00:00,72
1991-08-09 14:20:00,40
1991-08-09 14:40:00,48
1991-08-09 15:00:00,60
1991-08-09 15:20:00,65
1991-08-09 15:40:00,70
1991-08-09 16:00:00,72
1991-08-09 16:20:00,75
1991-08-09 16:40:00,75
1991-08-09 17:00:00,53
1991-08-09 17:20:00,53
1991-08-09 17:40:00,33
1991-08-09 18:00:00,42
1991-08-09 18:20:00,57
1991-08-09 18:40:00,60
1991-08-09 19:00:00,30
1991-08-09 19:20:00,60
1991-08-09 19:40:00,47
1991-08-09 20:00:00,57
1991-08-09 20:20:00,33
1991-08-09 20:40:00,50
1991-08-09 21:00:00,70
1991-08-09 21:20:00,27
1991-08-09 21:40:00,58
1991-08-09 22:00:00,40
1991-08-09 22:20:00,37
1991-08-09 22:40:00,43
1991-08-09 23:00:00,43
1991-08-09 23:20:00,43
1991-08-09 23:40:00,43
1991-08-10 00:00:00,43
1991-08-10 00:20:00,43
1991-08-10 00:40:00,43
1991-08-10 01:00:00,43
1991-08-10 01:20:00,43
1991-08-10 01:40:00,43
1991-08-10 02:00:00,43
1991-08-10 02:20:00,38
1991-08-10 02:40:00,38
1991-08-10 03:00:00,38
1991-08-10 03:20:00,38
1991-08-10 03:40:00,38
1991-08-10 04:00:00,38
1991-08-10 04:20:00,38
1991-08-10 04:40:00,38
1991-08-10 05:00:00,38
1991-08-10 05:20:00,38
1991-08-10 05:40:00,43
1991-08-10 06:00:00,43
1991-08-10 06:20:00,37
1991-08-10 06:40:00,57
1991-08-10 07:00:00,33
1991-08-10 07:20:00,42
1991-08-10 07:40:00,40
1991-08-10 08:00:00,40
1991-08-10 08:20:00,37
1991-08-10 08:40:00,57
1991-08-10 09:00:00,43
1991-08-10 09:20:00,37
1991-08-10 09:40:00,33
1991-08-10 10:00:00,42
1991-08-10 10:20:00,40
1991-08-10 10:40:00,53
1991-08-10 11:00:00,47
1991-08-10 11:20:00,37
1991-08-10 11:40:00,38
1991-08-10 12:00:00,43
1991-08-10 12:20:00,43
1991-08-10 12:40:00,42
1991-08-10 13:00:00,33
1991-08-10 13:20:00,53
1991-08-10 13:40:00,50
1991-08-10 14:00:00,50
1991-08-10 14:20:00,70
1991-08-10 14:40:00,57
1991-08-10 15:00:00,42
1991-08-10 15:20:00,40
1991-08-10 15:40:00,33
1991-08-10 16:00:00,60
1991-08-10 16:20:00,37
1991-08-10 16:40:00,47
1991-08-10 17:00:00,65
1991-08-10 17:20:00,53
1991-08-10 17:40:00,37
1991-08-10 18:00:00,30
1991-08-10 18:20:00,57
1991-08-10 18:40:00,50
1991-08-10 19:00:00,27
1991-08-10 19:20:00,27
1991-08-10 19:40:00,27
1991-08-10 20:00:00,42
1991-08-10 20:20:00,42
1991-08-10 20:40:00,42
1991-08-10 21:00:00,42
1991-08-10 21:20:00,33
1991-08-10 21:40:00,43
1991-08-10 22:00:00,43
1991-08-10 22:20:00,33
1991-08-10 22:40:00,33
1991-08-10 23:00:00,37
1991-08-10 23:20:00,37
1991-08-10 23:40:00,37
1991-08-11 00:00:00,37
1991-08-11 00:20:00,37
1991-08-11 00:40:00,37
1991-08-11 01:00:00,37
1991-08-11 01:20:00,37
1991-08-11 01:40:00,37
1991-08-11 02:00:00,37
1991-08-11 02:20:00,37
1991-08-11 02:40:00,53
1991-08-11 03:00:00,53
1991-08-11 03:20:00,53
1991-08-11 03:40:00,53
1991-08-11 04:00:00,53
1991-08-11 04:20:00,53
1991-08-11 04:40:00,53
1991-08-11 05:00:00,53
1991-08-11 05:20:00,53
1991-08-11 05:40:00,30
1991-08-11 06:00:00,30
1991-08-11 06:20:00,43
1991-08-11 06:40:00,30
1991-08-11 07:00:00,30
1991-08-11 07:20:00,37
1991-08-11 07:40:00,50
1991-08-11 08:00:00,50
1991-08-11 08:20:00,50
1991-08-11 08:40:00,37
1991-08-11 09:00:00,37
1991-08-11 09:20:00,40
1991-08-11 09:40:00,37
1991-08-11 10:00:00,60
1991-08-11 10:20:00,47
1991-08-11 10:40:00,47
1991-08-11 11:00:00,33
1991-08-11 11:20:00,33
1991-08-11 11:40:00,33
1991-08-11 12:00:00,33
1991-08-11 12:20:00,30
1991-08-11 12:40:00,43
1991-08-11 13:00:00,33
1991-08-11 13:20:00,37
1991-08-11 13:40:00,43
1991-08-11 14:00:00,43
1991-08-11 14:20:00,33
1991-08-11 14:40:00,43
1991-08-11 15:00:00,33
1991-08-11 15:20:00,57
1991-08-11 15:40:00,40
1991-08-11 16:00:00,33
1991-08-11 16:20:00,30
1991-08-11 16:40:00,35
1991-08-11 17:00:00,62
1991-08-11 17:20:00,32
1991-08-11 17:40:00,38
1991-08-11 18:00:00,38
1991-08-11 18:20:00,53
1991-08-11 18:40:00,30
1991-08-11 19:00:00,30
1991-08-11 19:20:00,30
1991-08-11 19:40:00,27
1991-08-11 20:00:00,33
1991-08-11 20:20:00,50
1991-08-11 20:40:00,17
1991-08-11 21:00:00,33
1991-08-11 21:20:00,50
1991-08-11 21:40:00,27
1991-08-11 22:00:00,33
1991-08-11 22:20:00,20
1991-08-11 22:40:00,58
1991-08-11 23:00:00,58
1991-08-11 23:20:00,58
